Category,Page,Post Type,Rating,Debate,share_count,reaction_count,comment_count
2,3,1,3,0,206.0,1879.0,499.0
2,3,1,3,0,235.0,1614.0,256.0
2,3,1,3,0,11.0,71.0,48.0
2,3,4,3,0,112.0,738.0,174.0
2,3,1,3,0,104.0,956.0,353.0
2,3,1,3,0,14.0,178.0,125.0
2,3,1,3,0,12.0,153.0,106.0
2,3,1,3,0,15.0,250.0,178.0
2,3,1,3,0,62.0,339.0,137.0
2,3,1,3,0,46.0,162.0,195.0
2,3,1,3,0,62.0,445.0,182.0
2,3,1,3,0,186.0,904.0,606.0
2,3,1,1,0,13.0,41.0,30.0
2,3,1,3,0,90.0,728.0,238.0
2,3,1,3,0,30.0,209.0,45.0
2,3,1,3,0,153.0,584.0,331.0
2,3,1,3,0,10.0,92.0,68.0
2,3,1,3,0,21.0,188.0,209.0
2,3,1,3,0,25.0,108.0,156.0
2,3,1,3,0,83.0,198.0,101.0
2,3,1,3,0,32.0,420.0,193.0
2,3,1,3,0,2972.0,6980.0,5400.0
2,3,1,3,0,101.0,927.0,87.0
2,3,1,3,0,497.0,3244.0,437.0
2,3,1,3,0,31.0,129.0,57.0
2,3,1,3,0,68.0,231.0,61.0
2,3,1,3,0,23.0,215.0,70.0
2,3,1,3,0,36.0,273.0,143.0
2,3,1,3,0,21.0,156.0,181.0
2,3,1,3,0,79.0,435.0,409.0
2,3,1,3,0,20.0,128.0,85.0
2,3,1,3,0,11.0,219.0,215.0
2,3,1,3,0,28.0,233.0,122.0
2,3,1,3,0,9.0,71.0,65.0
2,3,1,3,0,31.0,140.0,58.0
2,3,1,3,0,20.0,46.0,33.0
2,3,1,3,0,31.0,137.0,91.0
2,3,1,3,0,18.0,79.0,88.0
2,3,1,3,0,100.0,357.0,162.0
2,3,1,3,0,70.0,254.0,164.0
2,3,4,3,0,43.0,130.0,96.0
2,3,1,3,0,216.0,344.0,163.0
2,3,1,3,0,35.0,228.0,69.0
2,3,4,3,0,184.0,1490.0,597.0
2,3,4,3,0,79.0,156.0,40.0
2,3,4,3,0,24.0,136.0,150.0
2,3,1,3,0,52.0,692.0,355.0
2,3,1,3,0,19.0,101.0,30.0
2,3,1,3,0,115.0,256.0,119.0
2,3,1,3,0,6.0,46.0,41.0
2,3,1,3,0,14.0,60.0,98.0
2,3,1,3,0,13.0,75.0,52.0
2,3,1,3,0,22.0,306.0,61.0
2,3,4,3,0,96.0,51.0,72.0
2,3,1,3,0,155.0,2083.0,275.0
2,3,4,3,0,40.0,302.0,272.0
2,3,1,3,0,30.0,356.0,218.0
2,3,4,3,0,158.0,463.0,279.0
2,3,1,3,0,16.0,126.0,34.0
2,3,4,3,0,129.0,561.0,1288.0
2,3,1,3,0,22.0,162.0,140.0
2,3,1,3,0,5.0,47.0,52.0
2,3,4,3,0,73.0,503.0,801.0
2,3,1,3,0,48.0,311.0,256.0
2,3,4,3,0,37.0,255.0,357.0
2,3,1,3,0,20.0,61.0,113.0
2,3,4,3,0,39.0,343.0,390.0
2,3,1,3,0,243.0,1156.0,334.0
2,3,2,4,0,83.0,207.0,183.0
2,3,1,3,0,29.0,175.0,92.0
2,3,4,3,0,69.0,365.0,675.0
2,3,1,3,0,143.0,1013.0,488.0
2,3,4,3,0,96.0,365.0,675.0
2,3,1,3,0,81.0,829.0,263.0
2,3,1,3,0,291.0,2408.0,185.0
2,3,1,3,0,22.0,135.0,70.0
2,3,1,3,0,17.0,80.0,53.0
2,3,2,4,0,70.0,153.0,116.0
2,3,4,3,0,71.0,351.0,557.0
2,3,1,3,0,24.0,409.0,94.0
2,3,1,3,0,20.0,255.0,165.0
2,3,2,4,1,68.0,219.0,166.0
2,3,4,3,1,157.0,401.0,396.0
2,3,4,3,1,245.0,1304.0,864.0
2,3,4,3,1,379.0,855.0,454.0
2,3,4,3,1,60.0,314.0,279.0
2,3,4,3,1,84.0,646.0,301.0
2,3,4,3,1,363.0,1706.0,467.0
2,3,4,3,1,339.0,1295.0,458.0
2,3,1,4,0,16.0,194.0,166.0
2,3,4,3,1,104.0,832.0,343.0
2,3,4,3,1,786.0,3868.0,609.0
2,3,4,3,1,151.0,1101.0,639.0
2,3,4,3,1,135.0,739.0,405.0
2,3,4,3,1,115.0,566.0,322.0
2,3,4,3,1,1585.0,7051.0,1467.0
2,3,1,3,1,41.0,410.0,317.0
2,3,4,3,1,433.0,1476.0,1180.0
2,3,1,3,1,24.0,230.0,189.0
2,3,1,3,1,1218.0,2415.0,815.0
2,3,1,4,1,45.0,211.0,189.0
2,3,4,4,1,232.0,800.0,302.0
2,3,1,3,1,388.0,1247.0,283.0
2,3,2,3,1,34.0,82.0,36.0
2,3,2,3,0,345.0,908.0,260.0
2,3,1,3,1,186.0,979.0,634.0
2,3,1,4,1,61.0,670.0,382.0
2,3,4,3,1,233.0,691.0,231.0
2,3,4,3,1,135.0,279.0,174.0
2,3,1,4,1,24.0,271.0,128.0
2,3,4,3,1,353.0,1011.0,374.0
2,3,1,3,1,206.0,980.0,400.0
2,3,1,3,1,1532.0,5976.0,1301.0
2,3,1,3,1,222.0,2066.0,189.0
2,3,1,3,1,30.0,390.0,196.0
2,3,1,3,1,42.0,360.0,208.0
2,3,1,3,1,82.0,565.0,186.0
2,3,4,4,1,2277.0,3188.0,1660.0
2,3,4,4,1,117.0,304.0,270.0
2,3,4,3,1,177.0,1184.0,1121.0
2,3,4,3,0,110.0,627.0,516.0
2,3,4,3,0,125.0,656.0,410.0
2,3,1,3,0,66.0,543.0,163.0
2,3,1,3,0,822.0,5179.0,2543.0
2,3,4,4,0,135.0,872.0,901.0
2,3,4,3,0,29.0,258.0,161.0
2,3,4,3,1,268.0,3747.0,840.0
2,3,1,3,1,30.0,284.0,122.0
2,3,1,3,0,7.0,157.0,140.0
2,3,1,4,0,10.0,78.0,141.0
2,3,4,3,1,65.0,907.0,398.0
2,3,4,3,0,115.0,1001.0,523.0
2,3,4,3,0,281.0,2707.0,2422.0
2,3,1,4,1,21.0,116.0,149.0
2,3,1,3,0,4.0,49.0,48.0
2,3,1,3,1,17.0,149.0,220.0
2,3,1,3,0,8.0,95.0,47.0
2,3,1,4,0,19.0,360.0,186.0
2,3,4,3,1,47.0,427.0,653.0
2,3,1,3,0,271.0,1348.0,1004.0
2,3,1,3,0,9.0,81.0,40.0
2,3,1,3,0,17.0,49.0,58.0
2,3,1,3,1,221.0,2002.0,630.0
2,3,1,3,0,23.0,197.0,144.0
2,3,1,3,0,198.0,1891.0,266.0
2,3,1,3,0,47.0,119.0,61.0
2,3,1,3,1,39.0,318.0,226.0
2,3,1,3,0,14.0,79.0,65.0
2,3,1,3,0,145.0,886.0,539.0
2,3,1,3,0,88.0,717.0,57.0
2,3,1,3,0,77.0,235.0,105.0
2,3,1,3,0,40.0,649.0,294.0
2,3,1,3,0,6.0,195.0,155.0
2,3,1,3,0,24.0,311.0,104.0
2,3,1,3,0,405.0,1911.0,1332.0
2,3,1,3,0,9.0,64.0,94.0
2,3,1,3,0,295.0,2703.0,437.0
2,3,1,3,0,76.0,747.0,566.0
2,3,1,3,0,269.0,2278.0,224.0
2,3,1,3,0,43.0,452.0,305.0
2,3,1,3,0,171.0,484.0,320.0
2,3,1,3,0,174.0,1394.0,626.0
2,3,1,3,0,30.0,285.0,230.0
2,3,1,3,0,577.0,4284.0,655.0
3,4,2,4,0,593.0,639.0,29.0
3,4,2,4,0,89.0,200.0,5.0
3,4,1,2,0,1966.0,1773.0,82.0
3,4,2,4,0,155.0,819.0,6.0
3,4,2,2,0,7577.0,2989.0,146.0
3,4,2,4,0,1193.0,1099.0,263.0
3,4,1,1,0,101.0,190.0,36.0
3,4,1,4,0,22.0,111.0,6.0
3,4,1,4,0,6.0,17.0,3.0
3,4,1,1,0,29.0,174.0,8.0
3,4,1,3,0,38.0,114.0,14.0
3,4,1,3,0,26.0,71.0,34.0
3,4,1,3,0,21.0,38.0,4.0
3,4,1,2,0,1507.0,1107.0,147.0
3,4,1,1,0,17.0,63.0,32.0
3,4,1,1,0,201.0,224.0,40.0
3,4,1,3,0,12.0,50.0,37.0
3,4,1,2,0,138.0,212.0,80.0
3,4,1,1,0,264.0,290.0,10.0
3,4,1,3,0,2.0,18.0,5.0
3,4,1,3,0,6.0,31.0,0.0
3,4,1,1,0,18.0,32.0,12.0
3,4,1,3,0,2828.0,1537.0,612.0
3,4,1,3,0,210.0,279.0,278.0
3,4,1,1,0,28.0,70.0,37.0
3,4,1,3,0,54.0,178.0,123.0
3,4,1,3,0,74.0,154.0,92.0
3,4,2,4,0,500.0,467.0,16.0
3,4,2,4,0,99.0,182.0,31.0
3,4,2,1,0,266.0,318.0,32.0
3,4,1,1,0,182.0,114.0,14.0
3,4,1,1,0,170.0,335.0,83.0
3,4,1,3,0,5.0,27.0,3.0
3,4,1,1,0,58.0,75.0,18.0
3,4,1,3,0,218.0,493.0,94.0
3,4,1,3,0,36.0,48.0,3.0
3,4,1,2,0,3304.0,1996.0,220.0
3,4,1,3,0,40.0,205.0,19.0
3,4,1,3,0,14.0,35.0,9.0
3,4,1,2,0,75.0,140.0,11.0
3,4,4,4,0,96.0,73.0,14.0
3,4,2,4,0,382.0,789.0,18.0
3,4,2,4,0,926.0,700.0,22.0
3,4,1,3,0,230.0,247.0,43.0
3,4,1,3,0,40.0,60.0,9.0
3,4,1,4,0,4.0,9.0,1.0
3,4,1,4,0,1474.0,1176.0,40.0
3,4,1,2,0,40.0,42.0,13.0
3,4,1,4,0,82.0,61.0,1.0
3,4,1,3,0,10126.0,4068.0,1641.0
3,4,1,4,0,10.0,19.0,9.0
3,4,1,1,0,106.0,79.0,14.0
3,4,1,3,0,104.0,95.0,65.0
3,4,1,2,0,2778.0,1063.0,165.0
3,4,1,3,0,46.0,58.0,15.0
3,4,2,4,0,88.0,156.0,4.0
3,4,2,4,0,790.0,1159.0,24.0
3,4,1,4,0,276.0,667.0,50.0
3,4,2,4,0,2153.0,2679.0,58.0
3,4,2,4,0,3672.0,2958.0,53.0
3,4,2,4,0,4277.0,4229.0,1255.0
3,4,1,1,0,1878.0,2715.0,137.0
3,4,1,3,0,30.0,78.0,17.0
3,4,1,3,0,47.0,107.0,87.0
3,4,1,3,0,317.0,799.0,221.0
3,4,1,3,0,25.0,68.0,7.0
3,4,1,3,0,234.0,1191.0,51.0
3,4,1,4,0,636.0,522.0,23.0
3,4,1,4,0,180.0,916.0,17.0
3,4,1,4,0,16.0,22.0,2.0
3,4,1,4,0,12.0,18.0,2.0
3,4,1,3,0,570.0,688.0,122.0
3,4,1,3,0,42.0,85.0,7.0
3,4,1,4,0,36.0,83.0,2.0
3,4,1,1,0,47.0,220.0,32.0
3,4,1,3,0,2828.0,1537.0,612.0
3,4,1,1,0,2146.0,1436.0,361.0
3,4,1,2,0,32.0,66.0,42.0
3,4,1,1,0,31.0,91.0,4.0
3,4,1,2,0,559.0,534.0,31.0
3,4,1,3,0,54.0,178.0,123.0
3,4,4,4,0,96.0,62.0,4.0
3,4,2,4,0,745.0,769.0,28.0
3,4,2,4,0,737.0,1063.0,23.0
3,4,2,4,0,320.0,540.0,30.0
3,4,2,4,0,292.0,300.0,4.0
3,4,2,4,0,256.0,443.0,16.0
3,4,1,3,0,32.0,16.0,10.0
3,4,1,1,0,4.0,31.0,27.0
3,4,1,1,0,362.0,452.0,260.0
3,4,1,4,0,12.0,12.0,2.0
3,4,1,4,0,52.0,206.0,7.0
3,4,1,3,0,56.0,86.0,51.0
3,4,1,1,0,72.0,85.0,5.0
3,4,1,4,0,82.0,67.0,6.0
3,4,1,2,0,858.0,496.0,50.0
3,4,1,3,0,56.0,273.0,310.0
3,4,1,2,0,186.0,164.0,51.0
3,4,1,3,0,160.0,561.0,43.0
3,4,1,3,0,44.0,126.0,96.0
3,4,2,4,0,450.0,594.0,27.0
3,4,2,4,0,837.0,1176.0,44.0
3,4,2,4,0,569.0,811.0,31.0
3,4,2,4,0,370.0,580.0,22.0
3,4,2,4,0,307.0,420.0,12.0
3,4,1,1,0,184.0,343.0,87.0
3,4,1,3,0,40.0,134.0,45.0
3,4,1,4,0,96.0,177.0,41.0
3,4,1,3,0,96.0,123.0,16.0
3,4,1,2,0,707.0,725.0,39.0
3,4,1,3,0,134.0,425.0,17.0
3,4,1,3,0,86.0,526.0,19.0
3,4,1,4,0,149.0,318.0,337.0
3,4,1,1,0,110.0,213.0,13.0
3,4,1,4,0,296.0,503.0,17.0
3,4,1,3,0,188.0,356.0,30.0
3,4,1,3,0,46.0,58.0,15.0
3,4,1,3,0,235.0,257.0,51.0
3,4,1,1,0,98.0,124.0,26.0
3,4,1,2,0,509.0,512.0,182.0
3,4,1,1,0,39.0,114.0,21.0
3,4,1,2,0,2778.0,1063.0,165.0
3,4,1,2,0,225.0,326.0,32.0
3,4,4,4,0,96.0,87.0,0.0
3,4,2,1,0,593.0,732.0,20.0
3,4,2,4,0,55.0,135.0,10.0
3,4,1,1,0,494.0,726.0,61.0
3,4,2,2,0,980.0,1509.0,59.0
3,4,1,3,0,30.0,61.0,3.0
3,4,1,1,0,92.0,108.0,41.0
3,4,1,4,0,402.0,337.0,15.0
3,4,1,3,0,52.0,62.0,16.0
3,4,1,1,0,3490.0,1991.0,426.0
3,4,1,1,0,22840.0,5967.0,3298.0
3,4,1,3,0,8.0,39.0,61.0
3,4,1,4,0,32.0,14.0,3.0
3,4,1,2,0,32.0,121.0,34.0
3,4,1,1,0,108.0,444.0,523.0
3,4,1,3,0,92.0,226.0,43.0
3,4,1,3,0,2.0,21.0,14.0
3,4,2,3,0,44.0,167.0,6.0
3,4,1,3,0,4.0,30.0,13.0
3,4,2,1,0,17586.0,5662.0,628.0
3,4,1,4,0,417.0,1598.0,288.0
3,4,2,4,0,431.0,499.0,18.0
3,4,1,1,0,4.0,115.0,13.0
3,4,1,1,0,3657.0,3249.0,143.0
3,4,1,3,0,386.0,1128.0,63.0
3,4,1,2,0,3021.0,1962.0,346.0
3,4,1,3,0,70.0,425.0,17.0
3,4,1,2,0,481.0,677.0,146.0
3,4,1,1,0,967.0,3367.0,230.0
3,4,1,3,0,134.0,381.0,22.0
3,4,1,3,0,10.0,59.0,1.0
3,4,1,3,0,19.0,82.0,6.0
3,4,1,2,0,186.0,164.0,51.0
3,4,1,1,0,243.0,513.0,74.0
3,4,1,3,0,13.0,59.0,7.0
3,4,1,3,0,32.0,62.0,4.0
3,4,1,3,0,52.0,111.0,14.0
3,4,1,3,0,858.0,496.0,50.0
3,4,1,3,0,1944.0,1425.0,359.0
3,4,1,2,0,127.0,401.0,114.0
3,4,4,4,0,38.0,220.0,176.0
3,4,4,4,0,96.0,169.0,19.0
3,4,2,4,0,1522.0,726.0,184.0
3,4,2,3,0,1214.0,2394.0,37.0
3,4,1,1,0,102.0,284.0,8.0
3,4,1,3,0,31.0,193.0,4.0
3,4,2,3,0,252.0,429.0,16.0
3,4,1,1,0,31.0,96.0,9.0
3,4,1,1,0,84.0,115.0,12.0
3,4,1,1,0,69.0,230.0,3.0
3,4,1,3,0,4.0,12.0,1.0
3,4,1,3,0,20.0,73.0,9.0
3,4,1,3,0,116.0,455.0,18.0
3,4,1,3,0,12.0,19.0,27.0
3,4,1,3,0,42.0,60.0,35.0
3,4,1,4,0,34.0,40.0,18.0
3,4,1,4,0,6.0,2.0,3.0
3,4,1,4,0,244.0,252.0,8.0
3,4,1,3,0,240.0,221.0,96.0
3,4,1,3,0,74.0,112.0,28.0
3,4,1,1,0,754.0,413.0,85.0
3,4,1,3,0,18.0,109.0,85.0
3,4,1,3,0,42.0,83.0,55.0
3,4,1,3,0,90.0,207.0,212.0
3,4,2,4,0,165.0,231.0,13.0
3,4,2,4,0,1269.0,1889.0,57.0
3,4,1,3,0,65.0,156.0,51.0
3,4,1,1,0,75.0,201.0,17.0
3,4,1,3,0,164.0,616.0,19.0
3,4,1,3,0,19.0,28.0,8.0
3,4,1,3,0,57.0,186.0,16.0
3,4,1,3,0,4.0,21.0,2.0
3,4,1,3,0,868.0,1146.0,71.0
3,4,1,4,0,70.0,185.0,40.0
3,4,1,3,0,72.0,184.0,24.0
3,4,1,3,0,5.0,29.0,5.0
3,4,1,3,0,42.0,117.0,12.0
3,4,1,3,0,194.0,756.0,227.0
3,4,1,3,0,92.0,226.0,43.0
3,4,1,4,0,461.0,423.0,35.0
3,4,1,3,0,8.0,35.0,14.0
3,4,1,4,0,12.0,79.0,2.0
3,4,4,4,0,96.0,80.0,7.0
3,4,2,2,0,5870.0,2856.0,122.0
3,4,2,4,0,293.0,500.0,18.0
3,4,2,4,0,547.0,1045.0,11.0
3,4,1,4,0,40.0,38.0,6.0
3,4,1,1,0,28.0,72.0,20.0
3,4,1,3,0,50.0,51.0,33.0
3,4,1,4,0,4.0,27.0,6.0
3,4,1,3,0,42.0,169.0,6.0
3,4,1,3,0,36.0,84.0,34.0
3,4,1,3,0,16.0,15.0,5.0
3,4,1,4,0,4.0,29.0,5.0
3,4,1,1,0,362.0,192.0,35.0
3,4,1,3,0,22.0,59.0,6.0
3,4,1,1,0,836.0,775.0,129.0
3,4,1,3,0,8.0,14.0,9.0
3,4,1,3,0,472.0,452.0,55.0
3,4,2,4,0,39.0,115.0,17.0
3,4,2,4,0,3372.0,2736.0,93.0
3,4,1,2,0,1639.0,1150.0,45.0
3,4,1,3,0,166.0,513.0,3.0
3,4,1,4,0,101.0,185.0,18.0
3,4,1,1,0,41.0,150.0,14.0
3,4,1,4,0,15.0,57.0,1.0
3,4,1,3,0,5.0,18.0,5.0
3,4,2,4,0,96.0,855.0,18.0
3,4,1,3,0,30.0,74.0,5.0
3,4,1,3,0,2.0,27.0,1.0
3,4,1,3,0,5.0,30.0,2.0
3,4,1,1,0,172.0,249.0,72.0
3,4,1,2,0,1178.0,3724.0,67.0
3,4,1,3,0,20.0,99.0,7.0
3,4,1,2,0,140.0,127.0,12.0
3,4,1,3,0,57.0,240.0,90.0
3,4,1,3,0,284.0,587.0,275.0
3,4,1,4,0,650.0,1138.0,27.0
3,4,1,1,0,3.0,53.0,7.0
3,4,1,3,0,23.0,46.0,16.0
3,4,1,3,0,50.0,96.0,9.0
3,4,1,3,0,64.0,154.0,8.0
3,4,1,1,1,126.0,467.0,29.0
3,4,4,4,1,96.0,60.0,17.0
3,4,2,4,0,1209.0,1278.0,102.0
3,4,4,1,1,96.0,66.0,32.0
3,4,1,4,0,50.0,113.0,18.0
3,4,1,2,0,22.0,18.0,5.0
3,4,1,4,0,32.0,236.0,14.0
3,4,1,3,0,2.0,23.0,3.0
3,4,1,2,0,264.0,235.0,47.0
3,4,1,4,0,4.0,11.0,0.0
3,4,1,2,0,1456.0,1071.0,116.0
3,4,1,3,0,14.0,19.0,1.0
3,4,1,3,0,12.0,51.0,73.0
3,4,1,3,0,108.0,162.0,5.0
3,4,1,1,0,1340.0,1270.0,130.0
3,4,1,3,0,76.0,149.0,3.0
3,4,1,1,0,308.0,435.0,512.0
3,4,1,3,0,14.0,28.0,15.0
3,4,1,1,0,474.0,1071.0,15.0
3,4,1,3,1,2.0,44.0,31.0
3,4,2,4,0,836.0,1030.0,22.0
3,4,2,4,0,1403.0,1688.0,25.0
3,4,2,4,0,402.0,398.0,9.0
3,4,1,3,0,213.0,1404.0,67.0
3,4,1,3,0,12.0,48.0,53.0
3,4,1,3,0,2057.0,1681.0,166.0
3,4,1,3,0,175.0,563.0,32.0
3,4,1,3,0,19.0,40.0,13.0
3,4,1,1,0,11.0,40.0,7.0
3,4,1,3,0,15.0,26.0,6.0
3,4,1,3,0,100.0,173.0,10.0
3,4,1,3,0,76.0,149.0,3.0
3,4,1,2,1,380.0,568.0,47.0
3,4,1,3,1,225.0,527.0,135.0
3,4,1,4,0,49.0,116.0,7.0
3,4,1,3,0,14.0,24.0,0.0
3,4,1,3,0,100.0,224.0,27.0
3,4,1,1,0,1340.0,1270.0,130.0
3,4,1,3,0,16.0,53.0,16.0
3,4,1,1,0,14.0,61.0,0.0
3,4,4,3,0,96.0,27.0,6.0
3,5,1,3,0,1511.0,2281.0,191.0
3,5,1,2,0,572.0,1148.0,204.0
3,5,1,3,0,65.0,185.0,8.0
3,5,1,3,0,947.0,1689.0,535.0
3,5,1,1,0,2965.0,4607.0,3728.0
3,5,1,2,0,13305.0,9490.0,932.0
3,5,1,3,0,728.0,3120.0,84.0
3,5,1,4,0,3442.0,6399.0,242.0
3,5,1,3,0,3700.0,14954.0,2563.0
3,5,1,3,0,1860.0,9912.0,299.0
3,5,1,2,0,4595.0,4899.0,256.0
3,5,1,3,0,1203.0,1956.0,715.0
3,5,1,3,0,246.0,2809.0,73.0
3,5,1,1,0,95.0,259.0,16.0
3,5,1,3,0,197.0,655.0,144.0
3,5,1,3,0,734.0,3052.0,91.0
3,5,1,2,0,54.0,109.0,39.0
3,5,1,1,0,82.0,857.0,49.0
3,5,1,1,0,981.0,6376.0,384.0
3,5,1,3,0,1747.0,4987.0,774.0
3,5,1,1,0,51.0,170.0,24.0
3,5,1,1,0,130.0,271.0,27.0
3,5,1,1,0,71.0,180.0,58.0
3,5,1,3,0,2382.0,4632.0,854.0
3,5,1,3,0,106.0,769.0,294.0
3,5,1,3,0,1279.0,3339.0,420.0
3,5,1,2,0,3697.0,5811.0,206.0
3,5,1,2,0,18054.0,17705.0,1487.0
3,5,1,1,0,334.0,1303.0,55.0
3,5,1,3,0,182.0,781.0,267.0
3,5,1,3,0,104.0,572.0,166.0
3,5,1,2,0,2889.0,4174.0,925.0
3,5,1,1,0,6053.0,8949.0,5697.0
3,5,1,3,0,1791.0,4120.0,137.0
3,5,1,1,0,32.0,138.0,58.0
3,5,1,1,0,137.0,265.0,37.0
3,5,1,3,0,3304.0,3561.0,1443.0
3,5,1,2,0,1474.0,2551.0,538.0
3,5,1,3,0,319.0,929.0,84.0
3,5,1,2,0,192.0,578.0,114.0
3,5,1,3,0,1048.0,2905.0,310.0
3,5,1,1,0,1346.0,2245.0,803.0
3,5,1,2,0,1581.0,2342.0,101.0
3,5,1,3,0,4058.0,4494.0,449.0
3,5,1,3,0,130.0,531.0,73.0
3,5,1,3,0,5138.0,4696.0,3237.0
3,5,1,3,0,502.0,934.0,134.0
3,5,1,3,0,7234.0,21249.0,692.0
3,5,1,2,0,143.0,525.0,115.0
3,5,1,2,0,2492.0,3661.0,244.0
3,5,1,1,0,6271.0,16334.0,480.0
3,5,1,3,0,93.0,316.0,165.0
3,5,1,3,0,1121.0,6404.0,129.0
3,5,1,2,0,2590.0,4088.0,351.0
3,5,1,2,0,317.0,1011.0,384.0
3,5,1,3,0,20.0,336.0,10.0
3,5,1,1,0,1760.0,5415.0,618.0
3,5,1,2,0,1372.0,3258.0,3183.0
3,5,1,2,0,1147.0,2340.0,696.0
3,5,1,3,0,304.0,1204.0,37.0
3,5,1,3,0,876.0,2476.0,111.0
3,5,1,1,0,1136.0,1716.0,441.0
3,5,1,1,0,215.0,988.0,67.0
3,5,1,1,0,5817.0,5148.0,186.0
3,5,1,1,0,349.0,622.0,311.0
3,5,1,1,0,151.0,652.0,201.0
3,5,1,2,0,1670.0,2359.0,870.0
3,5,1,3,0,54.0,757.0,41.0
3,5,1,3,0,209.0,980.0,40.0
3,5,3,1,0,3.0,47.0,7.0
3,5,1,2,0,3925.0,15781.0,297.0
3,5,1,3,0,120.0,492.0,214.0
3,5,1,2,0,1175.0,1568.0,242.0
3,5,1,4,0,29.0,159.0,65.0
3,5,1,1,0,295.0,854.0,100.0
3,5,1,3,0,31.0,145.0,16.0
3,5,1,2,0,6535.0,14003.0,825.0
3,5,1,2,0,14024.0,9536.0,2247.0
3,5,1,3,0,258.0,747.0,144.0
3,5,1,3,0,40316.0,14677.0,857.0
3,5,1,3,0,2667.0,7915.0,240.0
3,5,1,3,0,215.0,1560.0,252.0
3,5,1,3,0,60.0,431.0,36.0
3,5,1,3,0,1441.0,3309.0,870.0
3,5,1,3,0,922.0,2567.0,111.0
3,5,1,3,0,1949.0,4525.0,382.0
3,5,1,3,0,528.0,1072.0,25.0
3,5,1,2,0,1665.0,2311.0,108.0
3,5,1,3,0,3559.0,5162.0,147.0
3,5,1,3,0,96.0,545.5,131.5
3,5,1,1,0,2403.0,2191.0,469.0
3,5,1,3,0,11994.0,10501.0,4376.0
3,5,1,3,0,8646.0,8683.0,1133.0
3,5,1,4,0,6769.0,11670.0,283.0
3,5,1,3,0,7278.0,6616.0,385.0
3,5,1,4,0,608.0,2128.0,972.0
3,5,1,3,1,1397.0,4185.0,83.0
3,5,1,3,0,325.0,1245.0,65.0
3,5,1,3,0,1143.0,1434.0,507.0
3,5,1,3,0,11754.0,10325.0,863.0
3,5,1,1,0,367.0,624.0,80.0
3,5,1,1,0,3725.0,2657.0,180.0
3,5,1,1,0,312.0,704.0,77.0
3,5,1,2,1,591.0,1048.0,65.0
3,5,1,3,1,908.0,2807.0,154.0
3,5,1,2,0,267.0,1304.0,114.0
3,5,1,2,1,202.0,516.0,88.0
3,5,1,1,0,732.0,1130.0,235.0
3,5,1,3,0,611.0,1324.0,86.0
3,5,1,2,1,3616.0,8807.0,338.0
3,5,1,3,0,209.0,556.0,435.0
3,5,1,3,0,329.0,1203.0,431.0
1,6,1,3,0,9144.0,13983.0,1052.0
1,6,2,3,0,26696.0,33959.0,1762.0
1,6,4,4,0,121577.0,54024.0,9549.0
1,6,1,3,0,447.0,3077.0,293.0
1,6,1,3,0,17330.0,18248.0,2527.0
1,6,2,3,0,7122.0,10154.0,441.0
1,6,1,3,0,14207.0,33399.0,1192.0
1,6,2,4,0,32189.0,42085.0,2302.0
1,6,2,4,0,12984.0,19513.0,3204.0
1,6,1,1,0,2007.0,8342.0,720.0
1,6,1,1,0,5207.0,10719.0,3695.0
1,6,1,1,0,33482.0,19552.0,1741.0
1,6,1,3,0,3812.0,11005.0,523.0
1,6,4,3,0,63291.0,30011.0,13510.0
1,6,4,3,0,96.0,30011.0,13510.0
1,6,1,3,0,2460.0,4723.0,825.0
